ClienteID,NomeCliente,Sexo,Idade,FaixaEtaria,Cidade,Estado,Regiao,DataCadastro
975,Cliente 0975,Masculino,31,25-34,São Paulo,SP,Sudeste,2025-01-27
976,Cliente 0976,Feminino,30,25-34,Maceió,AL,Nordeste,2024-03-25
977,Cliente 0977,Masculino,32,25-34,Manaus,AM,Norte,2021-10-26
978,Cliente 0978,Feminino,52,45-54,São Paulo,SP,Sudeste,2021-12-28
979,Cliente 0979,Feminino,41,35-44,Goiânia,GO,Centro-Oeste,2023-08-06
980,Cliente 0980,Feminino,28,25-34,São Paulo,SP,Sudeste,2023-01-02
981,Cliente 0981,Masculino,18,18-24,Caxias do Sul,RS,Sul,2021-10-22
982,Cliente 0982,Feminino,37,35-44,Niterói,RJ,Sudeste,2024-11-05
983,Cliente 0983,Feminino,23,18-24,João Pessoa,PB,Nordeste,2025-06-23
984,Cliente 0984,Masculino,49,45-54,Brasília,DF,Centro-Oeste,2025-05-05
985,Cliente 0985,Feminino,54,45-54,Porto Alegre,RS,sul ,2025-01-13
986,Cliente 0986,Masculino,56,55+,Londrina,PR,Sul,2022-02-02
987,Cliente 0987,Feminino,48,45-54,Campinas,SP,Sudeste,2021-06-07
988,Cliente 0988,Masculino,43,35-44,Belo Horizonte,MG,Sudeste,2023-02-05
989,Cliente 0989,Masculino,24,18-24,Rio de Janeiro,RJ,Sudeste,2024-06-10
990,Cliente 0990,Masculino,23,18-24,Florianópolis,SC,Sul,2021-07-05
991,Cliente 0991,Masculino,68,55+,Joinville,SC,Sul,2024-08-27
992,Cliente 0992,Feminino,49,45-54,Santos,SP,Sudeste,2021-04-25
993,Cliente 0993,Masculino,29,25-34,Florianópolis,SC,Sul,2022-02-20
994,Cliente 0994,Feminino,18,18-24,Joinville,SC,Sul,2021-03-10
995,Cliente 0995,Masculino,48,45-54,Caxias do Sul,RS,Sul,2024-03-12
996,Cliente 0996,Masculino,48,45-54,Fortaleza,CE,Nordeste,2023-03-12
997,Cliente 0997,Masculino,24,18-24,Campo Grande,MS,Centro-Oeste,2025-06-04
998,Cliente 0998,Feminino,18,18-24,Cuiabá,MT,centro-oeste ,2022-11-03
999,Cliente 0999,Masculino,29,25-34,Santos,SP,Sudeste,2024-04-01
1000,Cliente 1000,Masculino,45,45-54,Niterói,RJ,Sudeste,2024-07-13
1001,Cliente 1001,Feminino,40,35-44,Londrina,PR,Sul,2025-05-07
1002,Cliente 1002,Feminino,62,55+,Belo Horizonte,MG,Sudeste,2022-09-30
1003,Cliente 1003,Não informado,36,35-44,Rio de Janeiro,RJ,Sudeste,2021-01-25
1004,Cliente 1004,Masculino,44,35-44,Goiânia,GO,CENTRO-OESTE,2022-12-14
1005,Cliente 1005,Masculino,46,45-54,Campinas,SP,Sudeste,2021-04-17
1006,Cliente 1006,Feminino,22,18-24,Recife,PE,Nordeste,2022-06-16
1007,Cliente 1007,Feminino,43,35-44,Cuiabá,MT,Centro-Oeste,2021-01-22
1008,Cliente 1008,Masculino,26,25-34,Campinas,SP,Sudeste,2025-05-30
1009,Cliente 1009,Masculino,21,18-24,Belém,PA,Norte,2024-01-11
1010,Cliente 1010,Feminino,29,25-34,Recife,PE,Nordeste,2021-01-10
1011,Cliente 1011,Feminino,49,45-54,Manaus,AM,Norte,2021-06-14
1012,Cliente 1012,Masculino,28,25-34,Campinas,SP,Sudeste,2021-10-21
1013,Cliente 1013,Feminino,42,35-44,Rio de Janeiro,RJ,Sudeste,2023-06-25
1014,Cliente 1014,Feminino,49,45-54,Campinas,SP,Sudeste,2023-05-14
1015,Cliente 1015,Masculino,38,35-44,Caxias do Sul,RS,Sul,2024-11-15
1016,Cliente 1016,Feminino,27,25-34,Rio de Janeiro,RJ,Sudeste,2024-05-03
1017,Cliente 1017,Feminino,22,18-24,Recife,PE,Nordeste,2022-02-02
1018,Cliente 1018,Masculino,30,25-34,Florianópolis,SC,Sul,2023-03-20
1019,Cliente 1019,Feminino,39,35-44,Santos,SP,Sudeste,2023-07-02
1020,Cliente 1020,Masculino,33,25-34,Florianópolis,SC,Sul,2024-12-10
1021,Cliente 1021,Feminino,41,35-44,Belo Horizonte,MG,Sudeste,2021-03-17
1022,Cliente 1022,Masculino,41,35-44,São Paulo,SP,Sudeste,2021-02-17
1023,Cliente 1023,Feminino,59,55+,Manaus,AM,Norte,2024-05-18
1024,Cliente 1024,Feminino,32,25-34,Brasília,DF,Centro-Oeste,2024-09-15
1025,Cliente 1025,Feminino,49,45-54,Campo Grande,MS,Centro-Oeste,2023-09-13
1026,Cliente 1026,Feminino,30,25-34,São Paulo,SP,Sudeste,2024-09-22
1027,Cliente 1027,Feminino,27,25-34,Caxias do Sul,RS,Sul,2025-04-01
1028,Cliente 1028,Feminino,62,55+,Campo Grande,MS,Centro-Oeste,2021-07-06
1029,Cliente 1029,Feminino,29,25-34,São Paulo,SP,Sudeste,2021-12-22
1030,Cliente 1030,Feminino,31,25-34,Curitiba,PR,Sul,2023-10-26
1031,Cliente 1031,Feminino,46,45-54,Campinas,SP,Sudeste,2025-06-10
1032,Cliente 1032,Masculino,54,45-54,Natal,RN,Nordeste,2025-01-07
1033,Cliente 1033,Masculino,46,45-54,Santos,SP,Sudeste,2022-09-04
1034,Cliente 1034,Feminino,50,45-54,Santos,SP,Sudeste,2025-06-08
1035,Cliente 1035,Masculino,44,35-44,Vitória,ES,Sudeste,2025-01-24
1036,Cliente 1036,Feminino,21,18-24,Porto Alegre,RS,Sul,2024-01-04
1037,Cliente 1037,Masculino,37,35-44,São Paulo,SP,Sudeste,2022-08-26
1038,Cliente 1038,Masculino,50,45-54,Santos,SP,Sudeste,2024-01-26
1039,Cliente 1039,Masculino,32,25-34,Florianópolis,SC,Sul,2021-07-17
1040,Cliente 1040,Feminino,51,45-54,Belo Horizonte,MG,Sudeste,2022-04-12
1041,Cliente 1041,Feminino,41,35-44,Porto Velho,RO,Norte,2024-07-20
1042,Cliente 1042,Feminino,40,35-44,Belo Horizonte,MG,Sudeste,2024-02-24
1043,Cliente 1043,Masculino,33,25-34,Campinas,SP,Sudeste,2024-01-02
1044,Cliente 1044,Masculino,33,25-34,João Pessoa,PB,Nordeste,2024-03-26
1045,Cliente 1045,Feminino,38,35-44,Londrina,PR,Sul,2025-05-31
1046,Cliente 1046,Masculino,29,25-34,Vitória,ES,Sudeste,2023-10-18
1047,Cliente 1047,Feminino,49,45-54,Vitória,ES,Sudeste,2022-03-16
1048,Cliente 1048,Feminino,30,25-34,Rio de Janeiro,RJ,SUDESTE,2025-01-24
1049,Cliente 1049,Feminino,19,18-24,João Pessoa,PB,Nordeste,2024-05-31
1050,Cliente 1050,Masculino,45,45-54,Brasília,DF,Centro-Oeste,2025-05-26
1051,Cliente 1051,Masculino,37,35-44,Curitiba,PR,Sul,2022-11-30
1052,Cliente 1052,Feminino,33,25-34,Santos,SP,Sudeste,2024-12-14
1053,Cliente 1053,Masculino,26,25-34,Cuiabá,MT,Centro-Oeste,2023-02-19
1054,Cliente 1054,Masculino,28,25-34,Florianópolis,SC,Sul,2025-04-21
1055,Cliente 1055,Masculino,44,35-44,Caxias do Sul,RS,Sul,2022-10-10
1056,Cliente 1056,Feminino,20,18-24,Campo Grande,MS,Centro-Oeste,2023-05-31
1057,Cliente 1057,Masculino,26,25-34,Campinas,SP,Sudeste,2025-06-11
1058,Cliente 1058,Não informado,67,55+,Joinville,SC,Sul,2021-09-09
1059,Cliente 1059,Feminino,22,18-24,Rio de Janeiro,RJ,Sudeste,2023-11-02
1060,Cliente 1060,Masculino,50,45-54,Recife,PE,Nordeste,2023-01-11
1061,Cliente 1061,Masculino,45,45-54,Campo Grande,MS,Centro-Oeste,2022-01-11
1062,Cliente 1062,Feminino,47,45-54,Rio de Janeiro,RJ,Sudeste,2023-08-26
1063,Cliente 1063,Feminino,37,35-44,Rio de Janeiro,RJ,Sudeste,2021-09-05
1064,Cliente 1064,Masculino,48,45-54,Niterói,RJ,Sudeste,2021-04-19
1065,Cliente 1065,Masculino,36,35-44,Belo Horizonte,MG,Sudeste,2022-05-02
1066,Cliente 1066,Masculino,40,35-44,Curitiba,PR,Sul,2021-04-18
1067,Cliente 1067,Feminino,24,18-24,Belo Horizonte,MG,Sudeste,2022-07-07
1068,Cliente 1068,Masculino,44,35-44,Santos,SP,Sudeste,2021-04-30
1069,Cliente 1069,Feminino,50,45-54,Niterói,RJ,Sudeste,2021-11-10
1070,Cliente 1070,Masculino,18,18-24,Santos,SP,Sudeste,2024-06-01
1071,Cliente 1071,Masculino,37,35-44,Campinas,SP,Sudeste,2025-03-23
1072,Cliente 1072,Feminino,28,25-34,Recife,PE,Nordeste,2025-01-25
1073,Cliente 1073,Masculino,43,35-44,Maceió,AL,Nordeste,2022-08-24
1074,Cliente 1074,Masculino,41,35-44,Porto Alegre,RS,Sul,2023-12-04
1075,Cliente 1075,Feminino,43,35-44,Campinas,SP,Sudeste,2024-11-10
1076,Cliente 1076,Masculino,44,35-44,Rio de Janeiro,RJ,Sudeste,2025-05-11
1077,Cliente 1077,Feminino,41,35-44,Belém,PA,Norte,2021-10-20
1078,Cliente 1078,Masculino,42,35-44,Campinas,SP,Sudeste,2024-06-14
1079,Cliente 1079,Masculino,28,25-34,Santos,SP,Sudeste,2022-01-09
1080,Cliente 1080,Feminino,27,25-34,Niterói,RJ,Sudeste,2025-02-09
1081,Cliente 1081,Feminino,36,35-44,Salvador,BA,Nordeste,2022-04-04
1082,Cliente 1082,Feminino,63,55+,Santos,SP,SUDESTE,2022-10-21
1083,Cliente 1083,Não informado,23,18-24,Florianópolis,SC,Sul,2025-01-31
1084,Cliente 1084,Masculino,35,35-44,Curitiba,PR,Sul,2022-11-30
1085,Cliente 1085,Masculino,48,45-54,Joinville,SC,Sul,2023-01-05
1086,Cliente 1086,Masculino,54,45-54,Porto Alegre,RS,Sul,2021-08-03
1087,Cliente 1087,Masculino,43,35-44,Natal,RN,Nordeste,2021-09-21
1088,Cliente 1088,Masculino,37,35-44,Niterói,RJ,Sudeste,2021-04-30
1089,Cliente 1089,Feminino,53,45-54,Rio de Janeiro,RJ,Sudeste,2025-06-18
1090,Cliente 1090,Feminino,56,55+,Joinville,SC,Sul,2025-04-22
1091,Cliente 1091,Masculino,51,45-54,Cuiabá,MT,centro-oeste ,2021-10-09
1092,Cliente 1092,Masculino,26,25-34,Vitória,ES,Sudeste,2025-04-19
1093,Cliente 1093,Masculino,26,25-34,São Paulo,SP,Sudeste,2021-09-23
1094,Cliente 1094,Masculino,44,35-44,Florianópolis,SC,Sul,2024-05-23
1095,Cliente 1095,Masculino,47,45-54,Fortaleza,CE,Nordeste,2024-08-16
1096,Cliente 1096,Masculino,28,25-34,Vitória,ES,Sudeste,2022-11-26
1097,Cliente 1097,Masculino,50,45-54,Campinas,SP,Sudeste,2021-03-04
1098,Cliente 1098,Feminino,54,45-54,Joinville,SC,Sul,2024-08-11
1099,Cliente 1099,Masculino,45,45-54,Goiânia,GO,Centro-Oeste,2024-05-09
1100,Cliente 1100,Feminino,55,55+,Campo Grande,MS,Centro-Oeste,2025-05-01
1101,Cliente 1101,Feminino,37,35-44,Caxias do Sul,RS,Sul,2022-07-29
1102,Cliente 1102,Feminino,18,18-24,Campinas,SP,Sudeste,2022-11-30
1103,Cliente 1103,Masculino,31,25-34,Natal,RN,Nordeste,2024-12-30
1104,Cliente 1104,Feminino,44,35-44,Niterói,RJ,Sudeste,2024-02-03
1105,Cliente 1105,Masculino,26,25-34,São Paulo,SP,Sudeste,2021-09-30
1106,Cliente 1106,Feminino,22,18-24,João Pessoa,PB,Nordeste,2021-11-09
1107,Cliente 1107,Feminino,58,55+,Niterói,RJ,Sudeste,2023-10-14
1108,Cliente 1108,Masculino,40,35-44,Fortaleza,CE,Nordeste,2023-12-15
1109,Cliente 1109,Masculino,36,35-44,São Paulo,SP,Sudeste,2023-09-03
1110,Cliente 1110,Masculino,35,35-44,Niterói,RJ,Sudeste,2023-08-23
1111,Cliente 1111,Masculino,65,55+,Belo Horizonte,MG,Sudeste,2025-04-24
1112,Cliente 1112,Feminino,39,35-44,Natal,RN,Nordeste,2021-12-21
1113,Cliente 1113,Masculino,42,35-44,Goiânia,GO,Centro-Oeste,2024-09-22
1114,Cliente 1114,Masculino,38,35-44,Londrina,PR,Sul,2023-10-17
1115,Cliente 1115,Feminino,21,18-24,Rio de Janeiro,RJ,Sudeste,2021-06-15
1116,Cliente 1116,Masculino,41,35-44,Campinas,SP,Sudeste,2021-05-23
1117,Cliente 1117,Feminino,43,35-44,Curitiba,PR,Sul,2023-04-26
1118,Cliente 1118,Feminino,35,35-44,Santos,SP,Sudeste,2024-11-21
1119,Cliente 1119,Feminino,50,45-54,Vitória,ES,Sudeste,2021-06-13
1120,Cliente 1120,Feminino,26,25-34,Belo Horizonte,MG,Sudeste,2021-06-15
1121,Cliente 1121,Não informado,23,18-24,Recife,PE,Nordeste,2024-11-06
1122,Cliente 1122,Feminino,33,25-34,Campinas,SP,Sudeste,2024-04-16
1123,Cliente 1123,Feminino,38,35-44,Natal,RN,Nordeste,2022-09-08
1124,Cliente 1124,Feminino,49,45-54,Rio de Janeiro,RJ,Sudeste,2022-03-21
1125,Cliente 1125,Feminino,18,18-24,Caxias do Sul,RS,sul ,2023-09-30
1126,Cliente 1126,Feminino,48,45-54,Campo Grande,MS,Centro-Oeste,2024-01-28
1127,Cliente 1127,Masculino,30,25-34,Curitiba,PR,Sul,2024-01-06
1128,Cliente 1128,Feminino,33,25-34,Campo Grande,MS,Centro-Oeste,2024-05-11
1129,Cliente 1129,Masculino,53,45-54,Recife,PE,Nordeste,2022-11-24
1130,Cliente 1130,Masculino,29,25-34,Santos,SP,Sudeste,2022-12-20
1131,Cliente 1131,Feminino,59,55+,Niterói,RJ,Sudeste,2025-05-10
1132,Cliente 1132,Feminino,27,25-34,Maceió,AL,Nordeste,2022-09-04
1133,Cliente 1133,Feminino,54,45-54,Porto Alegre,RS,Sul,2021-08-07
1134,Cliente 1134,Masculino,42,35-44,Vitória,ES,Sudeste,2021-11-11
1135,Cliente 1135,Masculino,30,25-34,Porto Alegre,RS,sul ,2024-01-19
1136,Cliente 1136,Masculino,18,18-24,Curitiba,PR,Sul,2024-07-10
1137,Cliente 1137,Feminino,49,45-54,Santos,SP,Sudeste,2023-10-28
1138,Cliente 1138,Masculino,51,45-54,Belo Horizonte,MG,Sudeste,2024-02-10
1139,Cliente 1139,Feminino,33,25-34,Campinas,SP,Sudeste,2023-07-18
1140,Cliente 1140,Masculino,27,25-34,Campinas,SP,Sudeste,2024-01-19
1141,Cliente 1141,Masculino,34,25-34,Brasília,DF,Centro-Oeste,2021-02-03
1142,Cliente 1142,Feminino,57,55+,Niterói,RJ,Sudeste,2022-08-27
1143,Cliente 1143,Feminino,25,25-34,Florianópolis,SC,Sul,2022-06-14
1144,Cliente 1144,Feminino,33,25-34,Salvador,BA,Nordeste,2021-07-28
1145,Cliente 1145,Feminino,44,35-44,Vitória,ES,Sudeste,2021-12-23
1146,Cliente 1146,Feminino,36,35-44,Rio de Janeiro,RJ,Sudeste,2022-06-22
1147,Cliente 1147,Feminino,41,35-44,João Pessoa,PB,Nordeste,2024-11-16
1148,Cliente 1148,Feminino,18,18-24,Belo Horizonte,MG,Sudeste,2023-08-06
1149,Cliente 1149,Feminino,20,18-24,Campo Grande,MS,Centro-Oeste,2024-10-15
1150,Cliente 1150,Feminino,50,45-54,Brasília,DF,Centro-Oeste,2022-07-23
1151,Cliente 1151,Feminino,35,35-44,Goiânia,GO,centro-oeste ,2024-12-27
1152,Cliente 1152,Masculino,18,18-24,Rio de Janeiro,RJ,Sudeste,2022-03-17
1153,Cliente 1153,Feminino,47,45-54,Curitiba,PR,Sul,2024-01-31
1154,Cliente 1154,Feminino,45,45-54,Vitória,ES,Sudeste,2025-06-21
1155,Cliente 1155,Feminino,50,45-54,São Paulo,SP,Sudeste,2022-03-08
1156,Cliente 1156,Masculino,37,35-44,Porto Alegre,RS,Sul,2023-02-26
1157,Cliente 1157,Masculino,32,25-34,Santos,SP,Sudeste,2021-03-29
1158,Cliente 1158,Feminino,18,18-24,Rio de Janeiro,RJ,Sudeste,2023-06-21
1159,Cliente 1159,Masculino,37,35-44,Joinville,SC,Sul,2022-07-29
1160,Cliente 1160,Feminino,34,25-34,Curitiba,PR,Sul,2023-11-09
1161,Cliente 1161,Feminino,42,35-44,Recife,PE,Nordeste,2022-03-23
1162,Cliente 1162,Feminino,43,35-44,Cuiabá,MT,Centro-Oeste,2021-06-09
1163,Cliente 1163,Feminino,43,35-44,Belém,PA,Norte,2023-02-28
1164,Cliente 1164,Feminino,51,45-54,Florianópolis,SC,Sul,2024-04-15
1165,Cliente 1165,Masculino,35,35-44,Niterói,RJ,Sudeste,2025-04-14
1166,Cliente 1166,Masculino,57,55+,Santos,SP,Sudeste,2023-10-07
1167,Cliente 1167,Feminino,55,55+,Brasília,DF,Centro-Oeste,2022-07-18
1168,Cliente 1168,Feminino,42,35-44,Santos,SP,Sudeste,2024-06-07
1169,Cliente 1169,Feminino,24,18-24,Campo Grande,MS,Centro-Oeste,2022-09-29
1170,Cliente 1170,Masculino,28,25-34,Cuiabá,MT,Centro-Oeste,2021-05-12
1171,Cliente 1171,Não informado,47,45-54,Maceió,AL,Nordeste,2024-12-14
1172,Cliente 1172,Masculino,49,45-54,Recife,PE,Nordeste,2023-08-16
1173,Cliente 1173,Feminino,52,45-54,Niterói,RJ,Sudeste,2023-11-26
1174,Cliente 1174,Feminino,47,45-54,Rio de Janeiro,RJ,Sudeste,2024-07-30
1175,Cliente 1175,Feminino,37,35-44,Brasília,DF,Centro-Oeste,2024-08-20
1176,Cliente 1176,Masculino,56,55+,Campinas,SP,Sudeste,2021-10-31
1177,Cliente 1177,Feminino,53,45-54,Belo Horizonte,MG,Sudeste,2023-11-08
1178,Cliente 1178,Feminino,42,35-44,Campinas,SP,Sudeste,2021-07-20
1179,Cliente 1179,Masculino,39,35-44,Belo Horizonte,MG,Sudeste,2021-04-18
1180,Cliente 1180,Feminino,44,35-44,Belo Horizonte,MG,Sudeste,2023-09-22
1181,Cliente 1181,Masculino,38,35-44,Campo Grande,MS,Centro-Oeste,2021-01-01
1182,Cliente 1182,Masculino,49,45-54,Belo Horizonte,MG,Sudeste,2022-01-30
1183,Cliente 1183,Feminino,52,45-54,Campo Grande,MS,Centro-Oeste,2024-11-16
1184,Cliente 1184,Feminino,36,35-44,Cuiabá,MT,Centro-Oeste,2024-08-10
1185,Cliente 1185,Feminino,48,45-54,Belo Horizonte,MG,Sudeste,2023-07-17
1186,Cliente 1186,Masculino,44,35-44,Curitiba,PR,Sul,2022-02-14
1187,Cliente 1187,Masculino,23,18-24,Florianópolis,SC,Sul,2022-04-19
1188,Cliente 1188,Feminino,47,45-54,Rio de Janeiro,RJ,Sudeste,2021-04-05
1189,Cliente 1189,Feminino,53,45-54,Maceió,AL,Nordeste,2025-01-11
1190,Cliente 1190,Feminino,30,25-34,Rio de Janeiro,RJ,Sudeste,2022-04-08
1191,Cliente 1191,Masculino,33,25-34,Maceió,AL,Nordeste,2022-08-05
1192,Cliente 1192,Feminino,31,25-34,Vitória,ES,Sudeste,2022-09-13
1193,Cliente 1193,Feminino,48,45-54,Santos,SP,Sudeste,2022-10-21
1194,Cliente 1194,Feminino,38,35-44,Natal,RN,Nordeste,2024-10-10
1195,Cliente 1195,Masculino,36,35-44,Joinville,SC,Sul,2023-09-02
1196,Cliente 1196,Feminino,42,35-44,Niterói,RJ,Sudeste,2024-06-17
1197,Cliente 1197,Feminino,40,35-44,Recife,PE,Nordeste,2021-08-20
1198,Cliente 1198,Não informado,51,45-54,Palmas,TO,Norte,2021-11-06
1199,Cliente 1199,Feminino,18,18-24,Vitória,ES,Sudeste,2023-04-14
1200,Cliente 1200,Feminino,33,25-34,São Paulo,SP,Sudeste,2025-05-05
1201,Cliente 1201,Masculino,31,25-34,São Paulo,SP,Sudeste,2024-08-29
1202,Cliente 1202,Masculino,24,18-24,Cuiabá,MT,Centro-Oeste,2021-12-25
1203,Cliente 1203,Feminino,35,35-44,Cuiabá,MT,Centro-Oeste,2023-09-09
1204,Cliente 1204,Feminino,56,55+,Porto Velho,RO,Norte,2023-10-14
1205,Cliente 1205,Feminino,46,45-54,Santos,SP,Sudeste,2022-05-15
1206,Cliente 1206,Masculino,25,25-34,Brasília,DF,Centro-Oeste,2024-10-29
1207,Cliente 1207,Masculino,38,35-44,Niterói,RJ,SUDESTE,2022-12-14
1208,Cliente 1208,Feminino,32,25-34,Campinas,SP,Sudeste,2021-04-18
1209,Cliente 1209,Masculino,36,35-44,Vitória,ES,Sudeste,2023-11-26
1210,Cliente 1210,Masculino,68,55+,Natal,RN,Nordeste,2024-01-12
1211,Cliente 1211,Feminino,57,55+,Belo Horizonte,MG,Sudeste,2022-05-07
1212,Cliente 1212,Masculino,54,45-54,Campinas,SP,Sudeste,2023-09-05
1213,Cliente 1213,Masculino,34,25-34,Vitória,ES,Sudeste,2021-04-28
1214,Cliente 1214,Masculino,23,18-24,Campo Grande,MS,Centro-Oeste,2024-02-29
1215,Cliente 1215,Masculino,18,18-24,Natal,RN,Nordeste,2022-09-05
1216,Cliente 1216,Masculino,48,45-54,Salvador,BA,Nordeste,2023-06-16
1217,Cliente 1217,Masculino,39,35-44,Brasília,DF,Centro-Oeste,2023-05-30
1218,Cliente 1218,Masculino,38,35-44,Curitiba,PR,Sul,2022-08-05
1219,Cliente 1219,Masculino,41,35-44,Curitiba,PR,Sul,2023-08-31
1220,Cliente 1220,Feminino,22,18-24,Curitiba,PR,Sul,2024-03-25
1221,Cliente 1221,Masculino,31,25-34,São Paulo,SP,Sudeste,2024-09-10
1222,Cliente 1222,Masculino,49,45-54,Niterói,RJ,Sudeste,2024-08-04
1223,Cliente 1223,Feminino,29,25-34,Fortaleza,CE,Nordeste,2023-01-20
1224,Cliente 1224,Feminino,33,25-34,Campo Grande,MS,Centro-Oeste,2023-12-27
1225,Cliente 1225,Feminino,39,35-44,Santos,SP,Sudeste,2022-06-01
1226,Cliente 1226,Masculino,23,18-24,Caxias do Sul,RS,Sul,2022-11-11
1227,Cliente 1227,Feminino,44,35-44,Niterói,RJ,Sudeste,2024-10-23
1228,Cliente 1228,Feminino,18,18-24,Porto Velho,RO,Norte,2024-01-31
1229,Cliente 1229,Feminino,32,25-34,Palmas,TO,Norte,2022-08-18
1230,Cliente 1230,Masculino,37,35-44,Campinas,SP,Sudeste,2022-02-28
1231,Cliente 1231,Masculino,42,35-44,São Paulo,SP,Sudeste,2023-06-13
1232,Cliente 1232,Feminino,40,35-44,Vitória,ES,Sudeste,2024-01-02
1233,Cliente 1233,Masculino,43,35-44,Porto Alegre,RS,Sul,2022-09-16
1234,Cliente 1234,Masculino,30,25-34,Rio de Janeiro,RJ,Sudeste,2024-02-24
1235,Cliente 1235,Feminino,42,35-44,Joinville,SC,Sul,2021-09-17
1236,Cliente 1236,Masculino,50,45-54,Campinas,SP,Sudeste,2021-01-26
1237,Cliente 1237,Não informado,33,25-34,Campo Grande,MS,centro-oeste ,2021-11-14
1238,Cliente 1238,Feminino,23,18-24,Joinville,SC,Sul,2023-08-23
1239,Cliente 1239,Feminino,24,18-24,Santos,SP,Sudeste,2024-05-10
1240,Cliente 1240,Masculino,63,55+,Brasília,DF,Centro-Oeste,2024-08-16
1241,Cliente 1241,Masculino,34,25-34,Recife,PE,Nordeste,2024-08-26
1242,Cliente 1242,Masculino,35,35-44,Joinville,SC,Sul,2023-03-05
1243,Cliente 1243,Masculino,42,35-44,Manaus,AM,Norte,2022-06-15
1244,Cliente 1244,Masculino,42,35-44,Recife,PE,Nordeste,2023-06-23
1245,Cliente 1245,Não informado,45,45-54,Salvador,BA,Nordeste,2024-09-12
1246,Cliente 1246,Masculino,24,18-24,Campinas,SP,Sudeste,2023-08-05
1247,Cliente 1247,Feminino,35,35-44,Caxias do Sul,RS,Sul,2021-01-07
1248,Cliente 1248,Masculino,40,35-44,João Pessoa,PB,Nordeste,2023-06-22
1249,Cliente 1249,Masculino,44,35-44,Belo Horizonte,MG,Sudeste,2021-02-14
1250,Cliente 1250,Feminino,37,35-44,Campo Grande,MS,centro-oeste ,2021-10-01
1251,Cliente 1251,Não informado,23,18-24,São Paulo,SP,Sudeste,2021-11-29
1252,Cliente 1252,Feminino,42,35-44,Rio de Janeiro,RJ,Sudeste,2022-02-17
1253,Cliente 1253,Feminino,31,25-34,Campinas,SP,Sudeste,2021-10-31
1254,Cliente 1254,Masculino,39,35-44,Londrina,PR,Sul,2024-02-26
1255,Cliente 1255,Feminino,33,25-34,Santos,SP,Sudeste,2022-05-22
1256,Cliente 1256,Masculino,50,45-54,Recife,PE,Nordeste,2022-07-22
1257,Cliente 1257,Feminino,21,18-24,Recife,PE,Nordeste,2024-04-29
1258,Cliente 1258,Feminino,48,45-54,Campinas,SP,Sudeste,2021-04-26
1259,Cliente 1259,Feminino,32,25-34,Caxias do Sul,RS,Sul,2024-02-13
1260,Cliente 1260,Feminino,21,18-24,Niterói,RJ,Sudeste,2022-11-29
1261,Cliente 1261,Masculino,51,45-54,Santos,SP,Sudeste,2023-06-27
1262,Cliente 1262,Masculino,40,35-44,Natal,RN,Nordeste,2022-12-26
1263,Cliente 1263,Masculino,29,25-34,Campinas,SP,Sudeste,2022-01-07
1264,Cliente 1264,Masculino,25,25-34,Joinville,SC,SUL,2023-06-19
1265,Cliente 1265,Feminino,18,18-24,Londrina,PR,Sul,2025-05-08
1266,Cliente 1266,Masculino,58,55+,Rio de Janeiro,RJ,Sudeste,2022-12-27
1267,Cliente 1267,Masculino,39,35-44,Cuiabá,MT,Centro-Oeste,2025-02-05
1268,Cliente 1268,Feminino,32,25-34,João Pessoa,PB,Nordeste,2023-05-25
1269,Cliente 1269,Feminino,44,35-44,Niterói,RJ,Sudeste,2024-03-20
1270,Cliente 1270,Masculino,46,45-54,Fortaleza,CE,Nordeste,2025-01-21
1271,Cliente 1271,Masculino,40,35-44,Florianópolis,SC,Sul,2023-02-19
1272,Cliente 1272,Feminino,18,18-24,Goiânia,GO,Centro-Oeste,2021-07-19
1273,Cliente 1273,Feminino,43,35-44,Salvador,BA,Nordeste,2022-12-10
1274,Cliente 1274,Masculino,18,18-24,Fortaleza,CE,Nordeste,2021-05-27
1275,Cliente 1275,Masculino,31,25-34,Manaus,AM,norte ,2021-09-30
1276,Cliente 1276,Feminino,57,55+,Brasília,DF,Centro-Oeste,2021-04-27
1277,Cliente 1277,Masculino,29,25-34,Curitiba,PR,Sul,2024-04-19
1278,Cliente 1278,Masculino,37,35-44,Natal,RN,Nordeste,2025-02-20
1279,Cliente 1279,Feminino,51,45-54,Niterói,RJ,Sudeste,2022-03-11
1280,Cliente 1280,Masculino,46,45-54,Campo Grande,MS,Centro-Oeste,2023-04-03
1281,Cliente 1281,Feminino,33,25-34,Cuiabá,MT,Centro-Oeste,2024-09-21
1282,Cliente 1282,Masculino,50,45-54,Palmas,TO,Norte,2023-11-10
1283,Cliente 1283,Masculino,22,18-24,São Paulo,SP,Sudeste,2023-01-07
1284,Cliente 1284,Masculino,42,35-44,Goiânia,GO,Centro-Oeste,2024-10-29
1285,Cliente 1285,Masculino,23,18-24,Niterói,RJ,Sudeste,2023-12-15
1286,Cliente 1286,Feminino,51,45-54,Manaus,AM,Norte,2022-10-15
1287,Cliente 1287,Masculino,33,25-34,Campinas,SP,Sudeste,2022-04-24
1288,Cliente 1288,Masculino,25,25-34,Rio de Janeiro,RJ,Sudeste,2023-03-25
1289,Cliente 1289,Masculino,32,25-34,João Pessoa,PB,Nordeste,2022-06-20
1290,Cliente 1290,Feminino,35,35-44,Brasília,DF,Centro-Oeste,2022-07-27
